concept	property	prop_count	pos_tag	is_only_adj	is_last_word_noun
family emergency	unusual	32	[('unusual', 'JJ')]	True	False
iron	healthy	115	[('healthy', 'JJ')]	True	False
lcd	flat	39	[('flat', 'JJ')]	True	False
colds	 common	142	[('common', 'JJ')]	True	False
glass	hard	160	[('hard', 'JJ')]	True	False
timing	critical	172	[('critical', 'JJ')]	True	False
actonel	oral	110	[('oral', 'JJ')]	True	False
drug trafficking	criminal	14	[('criminal', 'JJ')]	True	False
soil	biophysical	17	[('biophysical', 'JJ')]	True	False
cone	solid	124	[('solid', 'JJ')]	True	False
wav	popular	467	[('popular', 'JJ')]	True	False
copywriting	professional	165	[('professional', 'JJ')]	True	False
aerobic	vigorous	16	[('vigorous', 'JJ')]	True	False
vinegar	weak	33	[('weak', 'JJ')]	True	False
rheumatoid arthritis	chronic medical	19	[('chronic', 'JJ'), ('medical', 'JJ')]	True	False
parity	clinical	183	[('clinical', 'JJ')]	True	False
composition	technological	54	[('technological', 'JJ')]	True	False
liver disease	medical	456	[('medical', 'JJ')]	True	False
acer	popular	467	[('popular', 'JJ')]	True	False
historical	cultural	99	[('cultural', 'JJ')]	True	False
art therapy	creative	64	[('creative', 'JJ')]	True	False
whole grain bread	complex	256	[('complex', 'JJ')]	True	False
dental dam	oral	110	[('oral', 'JJ')]	True	False
hpv	viral	54	[('viral', 'JJ')]	True	False
description	narrative	10	[('narrative', 'JJ')]	True	False
acid rain	environmental	592	[('environmental', 'JJ')]	True	False
television	electric	41	[('electric', 'JJ')]	True	False
u s dollar	national	122	[('national', 'JJ')]	True	False
tire	normal	79	[('normal', 'JJ')]	True	False
bicarbonate	conventional	429	[('conventional', 'JJ')]	True	False
lake	environmental	592	[('environmental', 'JJ')]	True	False
elderly	vulnerable	45	[('vulnerable', 'JJ')]	True	False
enthalpy	kinetic	14	[('kinetic', 'JJ')]	True	False
audio	powerful	50	[('powerful', 'JJ')]	True	False
finance	conservative	33	[('conservative', 'JJ')]	True	False
tomato	sensitive	195	[('sensitive', 'JJ')]	True	False
occupational therapist	allied	13	[('allied', 'JJ')]	True	False
chennai	indian	58	[('indian', 'JJ')]	True	False
evangelism	practical	121	[('practical', 'JJ')]	True	False
flour	organic	355	[('organic', 'JJ')]	True	False
fever	typical	82	[('typical', 'JJ')]	True	False
mumbai	large	852	[('large', 'JJ')]	True	False
office supply	administrative	93	[('administrative', 'JJ')]	True	False
simplicity	fundamental	87	[('fundamental', 'JJ')]	True	False
child support	civil	18	[('civil', 'JJ')]	True	False
volcanic eruption	geophysical	11	[('geophysical', 'JJ')]	True	False
plastic	environmental	592	[('environmental', 'JJ')]	True	False
slavery	historical	44	[('historical', 'JJ')]	True	False
relay	electric	41	[('electric', 'JJ')]	True	False
kayaking	popular	467	[('popular', 'JJ')]	True	False
optical disk	optical	72	[('optical', 'JJ')]	True	False
forward contract	derivative	13	[('derivative', 'JJ')]	True	False
slovakia	european	108	[('european', 'JJ')]	True	False
antenna	third	74	[('third', 'JJ')]	True	False
social medium	contemporary	73	[('contemporary', 'JJ')]	True	False
resource	external	443	[('external', 'JJ')]	True	False
spelling	mechanical	187	[('mechanical', 'JJ')]	True	False
mescaline	classic	86	[('classic', 'JJ')]	True	False
registration	legal	102	[('legal', 'JJ')]	True	False
riesling	white	65	[('white', 'JJ')]	True	False
dimethylformamide	strong	145	[('strong', 'JJ')]	True	False
suspension	mechanical	187	[('mechanical', 'JJ')]	True	False
candidiasis	oral	110	[('oral', 'JJ')]	True	False
domestic violence	traumatic	31	[('traumatic', 'JJ')]	True	False
skin cancer	medical	456	[('medical', 'JJ')]	True	False
yeast	aquatic	90	[('aquatic', 'JJ')]	True	False
citric acid	weak	33	[('weak', 'JJ')]	True	False
drum	traditional	682	[('traditional', 'JJ')]	True	False
shampoo	commercial	172	[('commercial', 'JJ')]	True	False
letter	historical	44	[('historical', 'JJ')]	True	False
soybean oil	agricultural	114	[('agricultural', 'JJ')]	True	False
3m	global	202	[('global', 'JJ')]	True	False
precious metal	real	43	[('real', 'JJ')]	True	False
emergency room	clinical	183	[('clinical', 'JJ')]	True	False
isoleucine	essential	297	[('essential', 'JJ')]	True	False
yale	american	86	[('american', 'JJ')]	True	False
chain	consumable	67	[('consumable', 'JJ')]	True	False
neighbor	 individual	182	[('individual', 'JJ')]	True	False
utility bill	tangible	53	[('tangible', 'JJ')]	True	False
laundry room	nonessential	10	[('nonessential', 'JJ')]	True	False
phone call	personal	635	[('personal', 'JJ')]	True	False
router	peripheral	67	[('peripheral', 'JJ')]	True	False
osaka	japanese	23	[('japanese', 'JJ')]	True	False
silicone oil	viscous	14	[('viscous', 'JJ')]	True	False
medicaid	critical	172	[('critical', 'JJ')]	True	False
glycine	neutral	42	[('neutral', 'JJ')]	True	False
interest	positive	70	[('positive', 'JJ')]	True	False
domestic violence	criminal	14	[('criminal', 'JJ')]	True	False
detergent	industrial	201	[('industrial', 'JJ')]	True	False
terrorism	external	443	[('external', 'JJ')]	True	False
benzaldehyde	aromatic	59	[('aromatic', 'JJ')]	True	False
mass	physical	686	[('physical', 'JJ')]	True	False
corticosteroid	immunosuppressive	22	[('immunosuppressive', 'JJ')]	True	False
trail mix	healthy	115	[('healthy', 'JJ')]	True	False
new technology	external	443	[('external', 'JJ')]	True	False
magnetic disk	external	443	[('external', 'JJ')]	True	False
geographic location	environmental	592	[('environmental', 'JJ')]	True	False
vegan	dietary	96	[('dietary', 'JJ')]	True	False
veneer	modern	309	[('modern', 'JJ')]	True	False
cyclohexane	aromatic	59	[('aromatic', 'JJ')]	True	False
obesity	potential	99	[('potential', 'JJ')]	True	False
dvd player	electrical	163	[('electrical', 'JJ')]	True	False
calendar	visual	96	[('visual', 'JJ')]	True	False
crystallite size	microstructural	14	[('microstructural', 'JJ')]	True	False
enalapril	synthetic	126	[('synthetic', 'JJ')]	True	False
spleen	peripheral	67	[('peripheral', 'JJ')]	True	False
passion fruit	exotic	119	[('exotic', 'JJ')]	True	False
panic attack	medical	456	[('medical', 'JJ')]	True	False
liposome	organic	355	[('organic', 'JJ')]	True	False
saw dust	organic	355	[('organic', 'JJ')]	True	False
urea	synthetic	126	[('synthetic', 'JJ')]	True	False
granite countertop	upscale	10	[('upscale', 'JJ')]	True	False
guangzhou	big	266	[('big', 'JJ')]	True	False
citibank	western	106	[('western', 'JJ')]	True	False
bathroom	common	802	[('common', 'JJ')]	True	False
alcoholism	addictive	19	[('addictive', 'JJ')]	True	False
cysteine	biochemical	41	[('biochemical', 'JJ')]	True	False
childbirth	physiological	81	[('physiological', 'JJ')]	True	False
telecommunication	modern	309	[('modern', 'JJ')]	True	False
spectrophotometer	common	802	[('common', 'JJ')]	True	False
weakness	physical	686	[('physical', 'JJ')]	True	False
cellular telephone	electronic	281	[('electronic', 'JJ')]	True	False
person	physical	686	[('physical', 'JJ')]	True	False
propylene carbonate	organic	355	[('organic', 'JJ')]	True	False
estate	legal	102	[('legal', 'JJ')]	True	False
judgment	personal	635	[('personal', 'JJ')]	True	False
crib	large	852	[('large', 'JJ')]	True	False
debit card	magnetic	31	[('magnetic', 'JJ')]	True	False
aston martin	global	202	[('global', 'JJ')]	True	False
dental	ancillary	99	[('ancillary', 'JJ')]	True	False
headphone	external	443	[('external', 'JJ')]	True	False
arctic foxes	 omnivorous	35	[('omnivorous', 'JJ')]	True	False
sex pistols	british	32	[('british', 'JJ')]	True	False
acid	aqueous	12	[('aqueous', 'JJ')]	True	False
clay	impervious	24	[('impervious', 'JJ')]	True	False
magazine	authentic	23	[('authentic', 'JJ')]	True	False
feta	soft	247	[('soft', 'JJ')]	True	False
filter	industrial	201	[('industrial', 'JJ')]	True	False
b vitamin	water-soluble	10	[('water-soluble', 'JJ')]	True	False
raphael	famous	126	[('famous', 'JJ')]	True	False
bee	beneficial	42	[('beneficial', 'JJ')]	True	False
subcontractor	third	74	[('third', 'JJ')]	True	False
uranium	natural	709	[('natural', 'JJ')]	True	False
visionary	 intellectual	23	[('intellectual', 'JJ')]	True	False
text message	personal	635	[('personal', 'JJ')]	True	False
conference	supplementary	33	[('supplementary', 'JJ')]	True	False
fatigue	secondary	180	[('secondary', 'JJ')]	True	False
poor diet	behavioral	65	[('behavioral', 'JJ')]	True	False
cold	short	21	[('short', 'JJ')]	True	False
affirmative action	social	388	[('social', 'JJ')]	True	False
street	physical	686	[('physical', 'JJ')]	True	False
social isolation	 common	142	[('common', 'JJ')]	True	False
mobile telephone	portable electronic	43	[('portable', 'JJ'), ('electronic', 'JJ')]	True	False
guggul	natural	709	[('natural', 'JJ')]	True	False
x ray	clinical	183	[('clinical', 'JJ')]	True	False
fiberglass	common	802	[('common', 'JJ')]	True	False
sampling	conventional	429	[('conventional', 'JJ')]	True	False
aristotle	famous	126	[('famous', 'JJ')]	True	False
hemorrhage	serious	276	[('serious', 'JJ')]	True	False
fenugreek	natural	709	[('natural', 'JJ')]	True	False
peppermint	active	130	[('active', 'JJ')]	True	False
electric guitar	modern	309	[('modern', 'JJ')]	True	False
brake	wearable	24	[('wearable', 'JJ')]	True	False
doxorubicin	therapeutic	70	[('therapeutic', 'JJ')]	True	False
malware	potential	99	[('potential', 'JJ')]	True	False
acne	common	802	[('common', 'JJ')]	True	False
obesity	systemic	124	[('systemic', 'JJ')]	True	False
milk product	perishable	38	[('perishable', 'JJ')]	True	False
panasonic	global	202	[('global', 'JJ')]	True	False
etoh	organic	355	[('organic', 'JJ')]	True	False
extension	institutional	48	[('institutional', 'JJ')]	True	False
apple	natural	709	[('natural', 'JJ')]	True	False
flavor	normal	79	[('normal', 'JJ')]	True	False
lime	green	60	[('green', 'JJ')]	True	False
individualism	cultural	99	[('cultural', 'JJ')]	True	False
vitamin	retail	43	[('retail', 'JJ')]	True	False
libertarians	 different	40	[('different', 'JJ')]	True	False
arugula	cruciferous	22	[('cruciferous', 'JJ')]	True	False
nature conservancy	environmental	592	[('environmental', 'JJ')]	True	False
food	traditional	682	[('traditional', 'JJ')]	True	False
potato	annual	52	[('annual', 'JJ')]	True	False
clip	mechanical	187	[('mechanical', 'JJ')]	True	False
uv absorber	optional	126	[('optional', 'JJ')]	True	False
barley	single	74	[('single', 'JJ')]	True	False
patio	small	653	[('small', 'JJ')]	True	False
mineral oil	organic	355	[('organic', 'JJ')]	True	False
crown molding	traditional	682	[('traditional', 'JJ')]	True	False
eiffel tower	famous	126	[('famous', 'JJ')]	True	False
dye	small	653	[('small', 'JJ')]	True	False
hypertension	physical	686	[('physical', 'JJ')]	True	False
racoon	small	653	[('small', 'JJ')]	True	False
bmi	traditional	682	[('traditional', 'JJ')]	True	False
high strength	rich	58	[('rich', 'JJ')]	True	False
strength	good	61	[('good', 'JJ')]	True	False
population	social	388	[('social', 'JJ')]	True	False
energy	 natural	20	[('natural', 'JJ')]	True	False
ammonia	strong	145	[('strong', 'JJ')]	True	False
socialism	political	40	[('political', 'JJ')]	True	False
power	physical	686	[('physical', 'JJ')]	True	False
ethane	natural	709	[('natural', 'JJ')]	True	False
root	organic	355	[('organic', 'JJ')]	True	False
cellular telephone	portable electronic	43	[('portable', 'JJ'), ('electronic', 'JJ')]	True	False
wwf	international	277	[('international', 'JJ')]	True	False
temperature	climatic	36	[('climatic', 'JJ')]	True	False
cloud	meteorological	28	[('meteorological', 'JJ')]	True	False
albumin	biochemical	41	[('biochemical', 'JJ')]	True	False
adidas	global	202	[('global', 'JJ')]	True	False
ginkgo	dietary	96	[('dietary', 'JJ')]	True	False
motivation	external	443	[('external', 'JJ')]	True	False
food stamp	federal	114	[('federal', 'JJ')]	True	False
mathematics	academic	69	[('academic', 'JJ')]	True	False
orange	tropical	70	[('tropical', 'JJ')]	True	False
irritable bowel syndrome	functional	143	[('functional', 'JJ')]	True	False
hydrogen	gaseous	27	[('gaseous', 'JJ')]	True	False
chemical composition	physicochemical	72	[('physicochemical', 'JJ')]	True	False
gypsum board	rigid	25	[('rigid', 'JJ')]	True	False
air conditioning	industrial	201	[('industrial', 'JJ')]	True	False
berry	high	125	[('high', 'JJ')]	True	False
makeup	cosmetic	64	[('cosmetic', 'JJ')]	True	False
thermostat	automatic	13	[('automatic', 'JJ')]	True	False
ammonia	good	61	[('good', 'JJ')]	True	False
cayenne pepper	natural	709	[('natural', 'JJ')]	True	False
carbon monoxide	airborne	21	[('airborne', 'JJ')]	True	False
film	popular	467	[('popular', 'JJ')]	True	False
education	local	332	[('local', 'JJ')]	True	False
restylane	facial	25	[('facial', 'JJ')]	True	False
railroad	technological	54	[('technological', 'JJ')]	True	False
sting	international	277	[('international', 'JJ')]	True	False
darkness	environmental	592	[('environmental', 'JJ')]	True	False
email	technological	54	[('technological', 'JJ')]	True	False
post office	local	332	[('local', 'JJ')]	True	False
agar	natural	709	[('natural', 'JJ')]	True	False
jock itch	superficial	14	[('superficial', 'JJ')]	True	False
intersection	spatial	23	[('spatial', 'JJ')]	True	False
shoulder	large	852	[('large', 'JJ')]	True	False
principal component analysis	mathematical	54	[('mathematical', 'JJ')]	True	False
catering	ancillary	99	[('ancillary', 'JJ')]	True	False
castor oil	natural	709	[('natural', 'JJ')]	True	False
minor surgery	practical	121	[('practical', 'JJ')]	True	False
oil gas	industrial	201	[('industrial', 'JJ')]	True	False
clam	fresh	148	[('fresh', 'JJ')]	True	False
produce	healthy	115	[('healthy', 'JJ')]	True	False
silicon carbide	advanced	233	[('advanced', 'JJ')]	True	False
steroid	topical	63	[('topical', 'JJ')]	True	False
carnegie hall	prestigious	27	[('prestigious', 'JJ')]	True	False
drowsiness	unwanted	45	[('unwanted', 'JJ')]	True	False
hydrochloric	common	802	[('common', 'JJ')]	True	False
book	academic	69	[('academic', 'JJ')]	True	False
kerala	indian	58	[('indian', 'JJ')]	True	False
tire	artificial	61	[('artificial', 'JJ')]	True	False
home	basic	667	[('basic', 'JJ')]	True	False
world trade organization	international	277	[('international', 'JJ')]	True	False
pain	local	332	[('local', 'JJ')]	True	False
bar coding	secondary	180	[('secondary', 'JJ')]	True	False
paper	essential	297	[('essential', 'JJ')]	True	False
recorder	portable	91	[('portable', 'JJ')]	True	False
apple	fresh	148	[('fresh', 'JJ')]	True	False
grip	integral	11	[('integral', 'JJ')]	True	False
transformer	valuable	127	[('valuable', 'JJ')]	True	False
bedding	basic	667	[('basic', 'JJ')]	True	False
id number	personal	635	[('personal', 'JJ')]	True	False
xerox	large	852	[('large', 'JJ')]	True	False
decane	aliphatic	53	[('aliphatic', 'JJ')]	True	False
soybean oil	natural	709	[('natural', 'JJ')]	True	False
garage	ancillary	99	[('ancillary', 'JJ')]	True	False
velvet	heavy	207	[('heavy', 'JJ')]	True	False
opacity	optical	72	[('optical', 'JJ')]	True	False
domestic yaks	 white	49	[('white', 'JJ')]	True	False
martin scorsese	famous	126	[('famous', 'JJ')]	True	False
burberry	big	266	[('big', 'JJ')]	True	False
strike	unexpected	30	[('unexpected', 'JJ')]	True	False
heart	serious	276	[('serious', 'JJ')]	True	False
sugar	white	65	[('white', 'JJ')]	True	False
drape	combustible	79	[('combustible', 'JJ')]	True	False
focus group	traditional	682	[('traditional', 'JJ')]	True	False
cow	herbivorous	10	[('herbivorous', 'JJ')]	True	False
facebook	western	106	[('western', 'JJ')]	True	False
acne	unwanted	45	[('unwanted', 'JJ')]	True	False
champagne	alcoholic	13	[('alcoholic', 'JJ')]	True	False
aspirin	over-the-counter	25	[('over-the-counter', 'JJ')]	True	False
insulin	therapeutic	70	[('therapeutic', 'JJ')]	True	False
lease	contemporary	73	[('contemporary', 'JJ')]	True	False
osteoporosis	pathological	80	[('pathological', 'JJ')]	True	False
memorial day	federal	114	[('federal', 'JJ')]	True	False
phenolic compound	natural	709	[('natural', 'JJ')]	True	False
advection	physical	686	[('physical', 'JJ')]	True	False
lions	local	332	[('local', 'JJ')]	True	False
sanitary towel	disposable	41	[('disposable', 'JJ')]	True	False
renal failure	serious	276	[('serious', 'JJ')]	True	False
barn owls	 monogamous	10	[('monogamous', 'JJ')]	True	False
itraconazole	systemic	124	[('systemic', 'JJ')]	True	False
shopping	common	802	[('common', 'JJ')]	True	False
wall street journal	national	122	[('national', 'JJ')]	True	False
mental health	contemporary	73	[('contemporary', 'JJ')]	True	False
ocean	open	86	[('open', 'JJ')]	True	False
feedback	behavioral	65	[('behavioral', 'JJ')]	True	False
electrical	professional	165	[('professional', 'JJ')]	True	False
demand	economic	142	[('economic', 'JJ')]	True	False
amino acid	valuable	127	[('valuable', 'JJ')]	True	False
pressure	atmospheric	41	[('atmospheric', 'JJ')]	True	False
procedure	organizational	46	[('organizational', 'JJ')]	True	False
chihuahua	small	653	[('small', 'JJ')]	True	False
furan	volatile	92	[('volatile', 'JJ')]	True	False
clothing	durable	64	[('durable', 'JJ')]	True	False
pension fund	domestic	82	[('domestic', 'JJ')]	True	False
availability	behavioral	65	[('behavioral', 'JJ')]	True	False
telephone number	private	142	[('private', 'JJ')]	True	False
flatworms	 carnivorous	29	[('carnivorous', 'JJ')]	True	False
community	social	388	[('social', 'JJ')]	True	False
health	essential	297	[('essential', 'JJ')]	True	False
regulation	biological	197	[('biological', 'JJ')]	True	False
police	social	388	[('social', 'JJ')]	True	False
carbohydrate	small	653	[('small', 'JJ')]	True	False
mining	productive	10	[('productive', 'JJ')]	True	False
toothbrush	personal	635	[('personal', 'JJ')]	True	False
google	powerful	50	[('powerful', 'JJ')]	True	False
lychee	exotic	119	[('exotic', 'JJ')]	True	False
crayon	common	802	[('common', 'JJ')]	True	False
electric motor	modern	309	[('modern', 'JJ')]	True	False
power lock	great	178	[('great', 'JJ')]	True	False
filter	porous	73	[('porous', 'JJ')]	True	False
precipitation	natural	709	[('natural', 'JJ')]	True	False
duck	rich	58	[('rich', 'JJ')]	True	False
injury	pathological	80	[('pathological', 'JJ')]	True	False
nausea	peripheral	67	[('peripheral', 'JJ')]	True	False
glazing	traditional	682	[('traditional', 'JJ')]	True	False
cheddar	hard	160	[('hard', 'JJ')]	True	False
rack	small	653	[('small', 'JJ')]	True	False
cloud computing	modern	309	[('modern', 'JJ')]	True	False
ash	deciduous	23	[('deciduous', 'JJ')]	True	False
gasoline	complex	256	[('complex', 'JJ')]	True	False
hotel	large	852	[('large', 'JJ')]	True	False
credit union	traditional	682	[('traditional', 'JJ')]	True	False
thief ants	 small	21	[('small', 'JJ')]	True	False
pseudomonas aeruginosa	opportunistic	19	[('opportunistic', 'JJ')]	True	False
tong	mechanical	187	[('mechanical', 'JJ')]	True	False
tesco	famous	126	[('famous', 'JJ')]	True	False
wisdom	 good	40	[('good', 'JJ')]	True	False
allstate	large	852	[('large', 'JJ')]	True	False
calcium	positive	70	[('positive', 'JJ')]	True	False
telecom	global	202	[('global', 'JJ')]	True	False
christmas party	annual	52	[('annual', 'JJ')]	True	False
preference	social	388	[('social', 'JJ')]	True	False
bridal shower	formal	60	[('formal', 'JJ')]	True	False
times new roman	conventional	429	[('conventional', 'JJ')]	True	False
age	systemic	124	[('systemic', 'JJ')]	True	False
stereo	personal	635	[('personal', 'JJ')]	True	False
naproxen	common	802	[('common', 'JJ')]	True	False
spanish	international	277	[('international', 'JJ')]	True	False
coughs	 contagious	23	[('contagious', 'JJ')]	True	False
wool	natural	709	[('natural', 'JJ')]	True	False
mutation	evolutionary	11	[('evolutionary', 'JJ')]	True	False
ash	domestic	82	[('domestic', 'JJ')]	True	False
medical bill	unexpected	30	[('unexpected', 'JJ')]	True	False
gender	contextual	50	[('contextual', 'JJ')]	True	False
viscosity	basic	667	[('basic', 'JJ')]	True	False
doctor	professional	165	[('professional', 'JJ')]	True	False
tor	popular	467	[('popular', 'JJ')]	True	False
salt	small	653	[('small', 'JJ')]	True	False
chemical	industrial	201	[('industrial', 'JJ')]	True	False
light bulb	common	802	[('common', 'JJ')]	True	False
crohn's disease	medical	456	[('medical', 'JJ')]	True	False
ship	complex	256	[('complex', 'JJ')]	True	False
adhesion	cellular	81	[('cellular', 'JJ')]	True	False
augmented reality	interactive	57	[('interactive', 'JJ')]	True	False
fairness	fundamental	87	[('fundamental', 'JJ')]	True	False
forceps	mechanical	187	[('mechanical', 'JJ')]	True	False
codeine	natural	709	[('natural', 'JJ')]	True	False
air	basic	667	[('basic', 'JJ')]	True	False
ginger	agricultural	114	[('agricultural', 'JJ')]	True	False
meal	basic	667	[('basic', 'JJ')]	True	False
carbon dioxide	common	802	[('common', 'JJ')]	True	False
hairdryer	electrical	163	[('electrical', 'JJ')]	True	False
mrs	formal	60	[('formal', 'JJ')]	True	False
domestic violence	difficult	49	[('difficult', 'JJ')]	True	False
modem	critical	172	[('critical', 'JJ')]	True	False
peek	aromatic	59	[('aromatic', 'JJ')]	True	False
national trust	national	122	[('national', 'JJ')]	True	False
multiple choice	common	802	[('common', 'JJ')]	True	False
rage	strong	145	[('strong', 'JJ')]	True	False
gravel	local	332	[('local', 'JJ')]	True	False
principal component analysis	conventional	429	[('conventional', 'JJ')]	True	False
shift work	occupational	20	[('occupational', 'JJ')]	True	False
electricity	residual	12	[('residual', 'JJ')]	True	False
shareholder	external	443	[('external', 'JJ')]	True	False
home	private	142	[('private', 'JJ')]	True	False
cell growth	biological	197	[('biological', 'JJ')]	True	False
ct scan	conventional	429	[('conventional', 'JJ')]	True	False
cell phone	portable	91	[('portable', 'JJ')]	True	False
credit card due	financial	212	[('financial', 'JJ')]	True	False
bbc	british	32	[('british', 'JJ')]	True	False
meditation	natural	709	[('natural', 'JJ')]	True	False
respect	british	32	[('british', 'JJ')]	True	False
hydrogen	industrial	201	[('industrial', 'JJ')]	True	False
desk	hard	160	[('hard', 'JJ')]	True	False
camper	recreational	163	[('recreational', 'JJ')]	True	False
hypothesis testing	basic	667	[('basic', 'JJ')]	True	False
face shield	personal	635	[('personal', 'JJ')]	True	False
pump	auxiliary	74	[('auxiliary', 'JJ')]	True	False
capillary electrophoresis	modern	309	[('modern', 'JJ')]	True	False
focal length	intrinsic	34	[('intrinsic', 'JJ')]	True	False
dust	hazardous	102	[('hazardous', 'JJ')]	True	False
vietnam	asian	38	[('asian', 'JJ')]	True	False
psychoactive drugs	 illegal	31	[('illegal', 'JJ')]	True	False
temperature extreme	environmental	592	[('environmental', 'JJ')]	True	False
nausea	uncomfortable	10	[('uncomfortable', 'JJ')]	True	False
brazil	economic	142	[('economic', 'JJ')]	True	False
environmental	external	443	[('external', 'JJ')]	True	False
pcr	conventional	429	[('conventional', 'JJ')]	True	False
deck	secondary	180	[('secondary', 'JJ')]	True	False
chemical plant	industrial	201	[('industrial', 'JJ')]	True	False
consultant	third	74	[('third', 'JJ')]	True	False
article	academic	69	[('academic', 'JJ')]	True	False
kidney	critical	172	[('critical', 'JJ')]	True	False
problem-solving	transferable	34	[('transferable', 'JJ')]	True	False
worrier	 individual	182	[('individual', 'JJ')]	True	False
precipitate	 solid	21	[('solid', 'JJ')]	True	False
dairy product	perishable	38	[('perishable', 'JJ')]	True	False
rabbit	small	653	[('small', 'JJ')]	True	False
power line	vertical	24	[('vertical', 'JJ')]	True	False
cave	organic	355	[('organic', 'JJ')]	True	False
flatware	small	653	[('small', 'JJ')]	True	False
button	personal	635	[('personal', 'JJ')]	True	False
northrop grumman	local	332	[('local', 'JJ')]	True	False
elephant	dangerous	53	[('dangerous', 'JJ')]	True	False
car	movable	11	[('movable', 'JJ')]	True	False
alloy wheel	great	178	[('great', 'JJ')]	True	False
school	regional	56	[('regional', 'JJ')]	True	False
carmine	 red	40	[('red', 'JJ')]	True	False
storage time	environmental	592	[('environmental', 'JJ')]	True	False
haier	chinese	29	[('chinese', 'JJ')]	True	False
k y jelly	vaginal	13	[('vaginal', 'JJ')]	True	False
weather	physical	686	[('physical', 'JJ')]	True	False
newspaper	secondary	180	[('secondary', 'JJ')]	True	False
aircraft	complex	256	[('complex', 'JJ')]	True	False
simile	poetic	13	[('poetic', 'JJ')]	True	False
business	local	332	[('local', 'JJ')]	True	False
mean	optional	126	[('optional', 'JJ')]	True	False
cereal	perishable	38	[('perishable', 'JJ')]	True	False
poisons	 dangerous	32	[('dangerous', 'JJ')]	True	False
high cholesterol	physical	686	[('physical', 'JJ')]	True	False
bulova	prestigious	27	[('prestigious', 'JJ')]	True	False
workshop	regular	82	[('regular', 'JJ')]	True	False
beam	continuous	45	[('continuous', 'JJ')]	True	False
high temperature	difficult	49	[('difficult', 'JJ')]	True	False
silk	soft	247	[('soft', 'JJ')]	True	False
government	economic	142	[('economic', 'JJ')]	True	False
due date	basic	667	[('basic', 'JJ')]	True	False
tungsten	suitable	205	[('suitable', 'JJ')]	True	False
simulation	traditional	682	[('traditional', 'JJ')]	True	False
awe	positive	70	[('positive', 'JJ')]	True	False
finance	commercial	172	[('commercial', 'JJ')]	True	False
defense	external	443	[('external', 'JJ')]	True	False
kidnapping	traumatic	31	[('traumatic', 'JJ')]	True	False
nylon	modern	309	[('modern', 'JJ')]	True	False
movie	personal	635	[('personal', 'JJ')]	True	False
ants	 small	21	[('small', 'JJ')]	True	False
sunflower	natural	709	[('natural', 'JJ')]	True	False
diagnostic imaging	ancillary	99	[('ancillary', 'JJ')]	True	False
password	personal	635	[('personal', 'JJ')]	True	False
timber	renewable	60	[('renewable', 'JJ')]	True	False
polymethylmethacrylate	thermoplastic	33	[('thermoplastic', 'JJ')]	True	False
detergent	environmental	592	[('environmental', 'JJ')]	True	False
abdominoplasty	surgical	58	[('surgical', 'JJ')]	True	False
presentation skill	transferable	34	[('transferable', 'JJ')]	True	False
shock	mechanical	187	[('mechanical', 'JJ')]	True	False
highway	physical	686	[('physical', 'JJ')]	True	False
beetle	large	852	[('large', 'JJ')]	True	False
religion	categorical	19	[('categorical', 'JJ')]	True	False
bread	whole	14	[('whole', 'JJ')]	True	False
arthritis	clinical	183	[('clinical', 'JJ')]	True	False
edgar allan poe	classic	86	[('classic', 'JJ')]	True	False
technological change	external	443	[('external', 'JJ')]	True	False
diameter	geometrical	22	[('geometrical', 'JJ')]	True	False
pine trees	 edible	19	[('edible', 'JJ')]	True	False
social influence	external	443	[('external', 'JJ')]	True	False
hematoma	serious	276	[('serious', 'JJ')]	True	False
climate	biophysical	17	[('biophysical', 'JJ')]	True	False
vapors	 flammable	15	[('flammable', 'JJ')]	True	False
poor	vulnerable	45	[('vulnerable', 'JJ')]	True	False
chlorinated hydrocarbon	organic	355	[('organic', 'JJ')]	True	False
volleyball	small	653	[('small', 'JJ')]	True	False
cold	viral	54	[('viral', 'JJ')]	True	False
influenza	upper	21	[('upper', 'JJ')]	True	False
giant ticks	 flammable	15	[('flammable', 'JJ')]	True	False
acquisition	organizational	46	[('organizational', 'JJ')]	True	False
needle	small	653	[('small', 'JJ')]	True	False
cell division	fundamental	87	[('fundamental', 'JJ')]	True	False
daisy	composite	23	[('composite', 'JJ')]	True	False
sun microsystems	large	852	[('large', 'JJ')]	True	False
overcrowding	poor	47	[('poor', 'JJ')]	True	False
shape	critical	172	[('critical', 'JJ')]	True	False
apple	hard	160	[('hard', 'JJ')]	True	False
celery	healthy	115	[('healthy', 'JJ')]	True	False
bok choy	asian	38	[('asian', 'JJ')]	True	False
buffer	disposable	41	[('disposable', 'JJ')]	True	False
granule	solid	124	[('solid', 'JJ')]	True	False
spinach	fresh	148	[('fresh', 'JJ')]	True	False
opossum	small	653	[('small', 'JJ')]	True	False
alkali	basic	667	[('basic', 'JJ')]	True	False
bread	delicious	17	[('delicious', 'JJ')]	True	False
cymbal	musical	86	[('musical', 'JJ')]	True	False
insurance	professional	165	[('professional', 'JJ')]	True	False
grazing	biotic	17	[('biotic', 'JJ')]	True	False
anger	difficult	49	[('difficult', 'JJ')]	True	False
x ray crystallography	sophisticated	22	[('sophisticated', 'JJ')]	True	False
intel	big	266	[('big', 'JJ')]	True	False
language	psychological	106	[('psychological', 'JJ')]	True	False
phenanthrene	low	51	[('low', 'JJ')]	True	False
