animals	animal species,megaherbivores,wide ranging benthivores,large bodied taxa
signs	physical sign,external sign,indication,outward sign
cause a desire to exercises	impact fitness activity,moderate physical activity,regular physical activity,daily exercise,regular aerobic physical activity
part of electric heaters	heat exchangers,electric heating element,heating component,heating element,heating cooling coil,heater,heating source,heating system,heating equipment,heat exchanger
part of gas ranges	gas component,source gas,gas property
located in solar energy	solar energy,natural energy source,solar product,radiant source,radiant energy,energy source
used for greenhouses	garden,underground plant part,fermenting vegetation,garden structure,outdoor storage area,agricultural building,ict for greening,garden equipment,kitchen facility,garden feature
used for relaxing muscles	relaxing activity,relaxing exercise,relaxation exercise,relaxation skill,relaxation activity,calming exercise,relaxation practice
used for thawings	warm moist environment,cool moist environment,cooling food,warm fresh water,dark warm dry environment,dry heat,moist environment
sinks	natural sink,water treatment equipment,conventional dishwasher component,toileting equipment,water treatment system
have rhythms	musical activity,kind of music,sophisticated rhythm,type of music,form of music,irregular rhythm
defeats	victory,loss,pitfall,setback,symbolic victory,painful loss,consequential loss,single event upset
part of fireplaces	fireplace accessory,external part of the oven,heating source,heating device,breckwell pellet stove part,heating equipment,heating furnace,open flame,heating component
heatstroke	extreme heat condition,climate shock,thermal event,climate related hazard,climate hazard,climatic shock,extreme climate event,sudden temperature change,unusual heating load
electric heaters	electric heating element,heater,fuel burning heater
investment companies	investment firm,large investment firm,investment bank,large mutual fund company,investment banking firm,large investment bank,institutional asset management company
causes a desire to swims	uncontrollable factor,intense feeling,acidic or corrosive emotion,heightened emotion,toxic emotion,powerful emotion,osmotic stress
causes irritation	excessive irritation,stimulating oil,minor annoyance,irritating chemical
capable of thin ice	ice,cooling liquid,cool fluid
created by fire	solid material fire,burning material,fire involving organic solid material,fire involving ordinary combustible material,fire involving combustible metal,include sizzling effect,large fire,self igniting material
located near fire	small fire,fire source,burning material,large fire,solid material fire,fire involving ordinary combustible material,burnt material,fire involving organic solid material,self igniting material,open flame
capable of lower temperature	cooling medium,supplying artificial heat source,local heat source,heat exchange medium
capable of warm foots	winter warmer essential,warm clothing,cooling food,warm object,moist heat,subsequently heating bundle,dry heat,heating foods
located in automobiles	interior and exterior automobile component,mechanical part of the vehicle,automobile component,automotive part,common automotive product,automobile related item,vehicle component
heaths	grassland,herbaceous vegetation,turfgrass area,moist grassy habitat,wetland vegetation,perennial pasture,riparian vegetation,natural vegetation
causes boiling	heating foods,cooling food,low boiling component,heated liquid
spasms	pain syndrome,maladaptive pain,pain condition,gastro intestinal disturbance,muscular discomfort,gastrointestinal upset,physical pain
astronomical objects	astrophysical object,interesting astronomical object,astronomical artifact,large astronomical object,astrophysical source,celestial object,celestial phenomenon,solar system object
moderators	potential moderator,moderator variable,catalyst,chemical mediator
actors	nonstate actor,secondary actor,non traditional actor,private actor,regional actor,outside actor,semi regular actor,local actor,veteran actor
characters	stylized character,text character,single character
rows	column line,column,column heading,layout,straight line,cross sectional configuration
located in beef	small raw bone,organ meat,type of meat,part of a cattle,raw bone,part of the chicken,fatty meat,rich meat
located in bran	animal source food,rich meat,animal food,animal meat,raw animal food,mammalian derived food,easily digested grain,low fat meat,type of meat
located in factory farms	agricultural machinery,agricultural goods,farm equipment
located in feedlots	feed stock,feed,semi processed feed item,animal source food,healthy meat source,non prey food source,animal meat,small livestock
located in meatloaf	low-fat meat,type of meat,low fat meat,high-fat meat,leftover meat,rich meat,ground meat,hearty meat
located in slaughterhouses	animal meat,meat,type of meat,meat product,uncut, processed meat
insectivores	mega herbivores,vertebrate insectivore,mammalian insectivore,megaherbivores,phocids,herbivore,small carnivore,detritivore
gardeners	craftworkers,tradespeople,farmer,artisan,mower maker,skilled laborer
respondents	subject people,non individuals,applicant,witness,participants characteristic,participant
speculators	trader,financial buyer,credit risk mitigants
part of foots	part of the ankle,toe,heel,closed toe shoe,hard sole shoe,specialty foot,pointed shoe,leg muscle
used for rises	elevated structure,elevated place,overhead,low overhead object,air ascends mountain,elevated surface,elevated area,overhead structure
dimensions	dimensional size,size dimension,exactly dimension,physical dimension
part of inheritances	family possession,title property,property,form of ownership,entitlement,personal property,family value,property right,property asset
spirals	curve,non circular pattern,geometric pattern,geometric motif,arc,metacrystals,geometric shape
poisonous plants	poisonous weed,succulent plant,toxic herb,invasive plant,nightshade plant,solanaceous plant
leadership	leadership role,leadership position,top leadership,leadership attribute,leadership fundamental,leader,leader member
part of motorboats	engine part,deck machinery,vehicle part,boat item,part of the engine,outboard boat motor,mechanical part of the vehicle,part of the bicycle,vehicle component,personal watercrafts
part of tugboats	deck machinery,boat item,engine part,boat style,watercraft,part of the engine,boat lift
mariners	navigator,crew member,angler,crew,explorer
iron ore	metallic ores,mineral ores,titanium bearing ores
causes enjoyment	worldly pleasure,enjoyable activity,simple pleasure,pleasure,mundane form of happiness
can involve dying	painful event,horrible aspect result,nasty aspect result
can involve panic	serious event,uncontrollable event,avulsive event,serious incident,fearful behavior
can involve smiles	mundane form of happiness,active form of amusement,enjoyable activity,amusement,kind of smile,dynamic facial action,worldly pleasure,experience event,normal social interaction,non verbal behavior
causes complications	health damaging behavior,triggering more gradual response,serious cause,uncontrollable cause,health-related behavior,unnecessary stress,risky health behavior,preventable cause,health related behavior,drug induced persistent behavior
causes hearts	heartburn causing food,triggering more gradual response,deactivating negative emotion
causes pay	infrequent earning,earning,occasional earning,employment on costs,investment earning,pay
causes satisfaction	simple pleasure,mundane form of happiness,pleasure,worldly pleasure,satisfaction,pleasurable activity,providing external motivation,enjoyable activity,wholesome activity
capable of good	good,basic good,good or service,material good
used for police officers	police equipment,police specific equipment,police practice,law enforcement
used for status	personal status,status,prestige class,status characteristic,honor,capitalize formal title
can involve rewards	effective reward,social reward,positive reward
can involve supporting	support activity,simple support task,nonrigid mean of support
vomit	secretory diarrhea,digestive complaint,stomach issue,infectious diarrhea,gastrointestinal complaint
hemophilia	hematologic malignancy,hematologic abnormality,hematologic complication,hematological abnormality,hematological malignancy,hemolytic anemia,hemoglobinopathy,endocrine complication
part of skirts	neckline,garment accessory,wearing parts,conventional garment article
complex molecules	biological macro molecules,simple molecule,macromolecules
located in blood	blood constituent,blood,bodily fluid,physiological fluid,body fluid,human body fluid,blood component,intracellular component,blood schizonticides,functional fluid
organic chemicals	organic micropollutants,organic substance,organic compound,organic cofactor,organic additive,organic and inorganic chemical substance,synthetic organic compound,organic peroxy compound
have irons	iron product,iron,pure iron
fevers	viral hemorrhagic fever,viral haemorrhagic fever,flu symptoms,flu-like symptom,respiratory infection,persistent flu like symptom,common sickness,upper respiratory infection
desire bread crumbs	practice abnormal eating behavior,ready to eat food,eating whole grain,enjoy rec barn game,ready to eat meat,eating protein,ready to eat perishable food,eating protein rich food,eating high fiber food,eating starchy food
butchers	punchcutters,craftworkers,barrel maker
royalty	monarch,aristocrat,royal,great monarch,royal name,monarchy,king,emperor,hierarchic aristocracy
saints	testament saint,holy person,martyr,religious figure,church fathers
desire sex	enjoy attraction,practice abnormal eating behavior,fear flight hormone,gay couple
have kids	gay couple,rare couple,couple,extended family member
blood thinner	blood product,systemic retinoid,topical vasoconstrictor
liver cancer	blood cancer,blood related cancer,gastrointestinal cancer,intestinal cancer,hematologic cancer,hematopoietic cancer,gynaecological cancer
messengers	second messenger,communication element,listener,communication mechanism,information gatekeeper,messenger poem,messenger program,communication component
loners	non individuals,people,non chicagoans,nontrinitarians,non-muslims,heathen,distant people,non muslims
lternative medicine	anti hypertensive medicine,anticholinergic and antispasmodic medicine,counter pain medicine,nonprescription medicine,over-the-counter medicine,antidiarrhoea medicine
pesticide	agricultural pesticide,biological pesticide,microbial pesticide,common pesticide
keeping	securing mean,retention,housekeeping duty,household duty
located in religion	religious factor,theological concept,central aspect of christian life,personal form of god,religious object,basic spiritual principle
bisexuals	transgender person,gay couple,lgbt group,non individuals
hermaphrodites	ectoparasites,hemichordates,social hymenopterans,dipterans,phocids,microar thropods,microarthropods,leporids,cercozoan amoeboids
ruptures	structural aberration,key rupture property,fracture,structural error,slope failure,dislocation,structural damage,deformation
causes euphoria	acute intoxication,addictive activity,gluten sensitive seasonal pleasure,consuming stimulant,pleasant side effect
made of opium	marijuana paraphernalia,smoking material,smoking paraphernalia
located in repairs	easily repairable goods,expensive to repair item,home repair service,regular maintenance item,maintenance product,high quality maintenance product,normal maintenance item,maintenance item,frequent repair
located in developed lands	secure and productive land base,urban habitat,developed area,open area residential use,urban environment,infrastructure rich area
located in atlases	key geographical concept,geographic information,geographical information,physical and human geographic feature,map feature,map item,map sheet information
made of asphalt	paved surface,roadway surface,paved area,pavement,small or narrow pavement structure,asphalt service,airfield pavement,pervious pavement,asphaltic material,paving material
public properties	private property,non residential property,residential property,planned development property,public open space area
used for movings	moving equipment,mean of transport,moving part,moving object,moving component,form of transport,practical moving tool
wide roads	fast road,road,roadway
paved roads	roadway,road,public road,modern highway,highway,fast road,local road,access road,expressway,turnpike
spells	powerful spell,custom spell,powerful wizard spell,hearthstone spell,charm spell,compulsion spell,magic,magic trick,heuristic technique
gulls	waterfowl,migratory waterfowl,wild waterfowl,dabbling duck,diving duck,diving bird,water bird,rorquals,seabird,shorebird
part of herrings	fin nippers,broiled fish,small shoaling fish,fresh fish,coarse fish
located in herrings	small shoaling fish,sea life item,fin nippers,filter feeding shellfish,type of seafood,type of seaweed,edible seafood,filter-feeding shellfish
indecision	uncertainty,doubt,preoccupation,inexactitude,unresolved feeling,fearful behavior
capable of embrace	enjoy attraction,mean of attachment,couple,kind
zygotes	epiphytes,oomycetes,filamentous ascomycetes
shingles	window cling,traditional roofing material,rubber roofing,metal roofing material,roofing material,historic specialty roofing material,common roofing material,natural roofing material,roof material
used for offices	office,office facility,office suite,off campus office,office essential,corporate office,operated office equipment,part of a library
located in skylines	overlooking landmark,part of the scenery,streetscape element,prominent place,architectural landmark,stunning architectural feature,light illuminating landmark,distinct landmark feature
used for apartments	residential space,apartment common area,non residential space,apartment reit,building space,indoor residential characteristic,multi family dwelling
used for condominiums	multi unit residential property,residential space,residential building,residential structure,residential establishment,residential property
used for condos	multi unit residential property,residential space,residential property,residential establishment,residential property type
digestive disorder	digestive system disorder,gastrointestinal disorder,functional gastrointestinal disorder,digestive disease,intestinal disorder,gastro intestinal disorder,digestive condition,extra intestinal disorder,diet related disorder
hernia	intracranial lesion,vascular complication,medullary lesion,vascular leakage pathology,intracranial complication,vasculopathy,vascular abnormality,non vascular complication,vascular disorder,vascular anomaly
retirement	difficult retirement decision,retirement solution,termination,withdrawal,retirement benefit,retirement plan,retirement product,long term absence
myoclonuses	focal arrhythmia,neurological complaint,anastomotic complication,supraventricular arrhythmia,severe neuropsychiatric condition,inflammatory central nervous system condition,neuropsychiatric condition,neuromuscular condition,migrainous symptom
nut trees	tree nut,nut crop,edible nut,dry nut,organic nut,true nut
part of administration	administration,type of administration,central administrative function,administrative and managerial function,administrative or managerial function,government function,managerial function,centralised corporate function,administrative function
part of systems	component part of the system,part of the system,system concept,system component,physical system,system,component system,system function,system element,aspect of a system s structure
serieses	sequence,temporal sequence,continuous pattern,series expansion,cycle,image sequence,cycles,datum series,pattern
causes dizzinesses	residual hangover effect,acute intoxication,heartburn causing food,type of occasional bad breath,type of bad breath,moderate physical activity,light refreshment,sleep disturbance
radio frequencies	radio frequency wavelength,frequency rf signal,sensitive frequency,analog radio signal,wireless radio signal,baseband signal
part of experience	aspect of experience,experience,personal experience,salem s experience,experience attribute,real life experience,higher order experience,perceptual experience
part of mains	waterway,surface waterway,natural waterway,watercourse,inland waterway,waterbody,principal river,river feature,shallow strait,inland water
tide	ocean current,tidal system,western boundary current,linear fluvial or tidal water,warm current,international current,non linear tidal water
air mass	air parameter,air characteristic,mass,atmospheric factor,atmospheric component,atmospheric parameter,turbulence quantity
part of anticyclones	integrin,adhesin,tachykinin,sterol lipid,cycloolefin,triorganotins,antioxidant molecule,mineralocorticoids,antioxidant component,tachykinins
high levels	low level,level,higher level factor,level factor,level determinant
details	detailed aspect,detail information,detail part,detail element,detailed information
road construction	road maintenance,building construction,project construction activity,road improvement
negative space	nonoccupiable space,white space,closed space,non euclidean space,physical space
located in buttons	button,essential button,button name,preset button,hardware button,single button,uppercase keyboard key,web page button,keypad key,key device characteristic
located in donuts	chewable,in ground container,food contact surface,chewy food,non-food item,small carbohydrate containing snack
located in doughnuts	sweet baked goods,delicious baked goods,doughnut shape,gluten free baked goods,chewable
located in green	green,green feature,green superfoods,green material,green vegetation,dark green,green subject,natural green,sturdy green,fresh green
located in locks	lock,high security lock,combination lock
located in notebook paper	part of the print information,lotus note information,note area,long paper,paper characteristic,on the day stationery,helpful appendices,printing device information,hard endpoint,paper type
located in old socks	moist residue,small leather goods,small furry,contaminated leather article,small residue,type of textile dust
located in swiss cheese	mucosal surface,small raw bone,mucosal site,fibrous structure,food contact surface,surrounding soft tissue,complex carbs,carbs,food component
used for black	dark color,gender neutral color,dark surface,typically color,dark types,earth tone color pant,small leather good,shiny material
pedestrians	road user,vulnerable road user,nonimmigrants,liverbearers,people,pedestrian conveyance,traveler,perform high speed stunt,livebearers
motivated by the goal of walks	gait,symmetrical gait,foot action,smooth step
higher ground	low ground,reasonably good ground,high elevation region,plateau,ground feature
inclines	elevation,hazardous incline,vertical angle,horizontal angle,angle,gradient,terrain parameter,terrain feature
located in landscapes	aspect of the landscape,landscape element,natural landscape feature,landscape feature
used for climbs	climbable object,built in support,elevated structure,vertical structure,support surface,natural supports,elevated surface,hazardous incline
good shoes	good athletic shoe,comfortable shoe,comfortable footwear
used for adventures	adventure activity,adventure,exciting adventure,small adventure,winter adventure
used for campers	sometimes camp,traditional summer camp activity,traditional camp activity
cause adventures	adventure activity,adventurous activity,adventure,exciting adventure
cause cramp	impact fitness activity,regular physical activity,moderate physical activity,avoid stimulant,remedy digestive problem,regular aerobic physical activity,strenuous physical activity,regular physical exercise,daily exercise,regular exercise
cause physical exertion	physical activity,impact fitness activity,strenuous physical activity,physical and cognitive exertion,type of physical activity,form of vigorous physical activity,strenuous exercise,non strenuous activity
cause smiles	offer diversion,mundane form of happiness,active form of amusement,kind of smile,cause drawback,experience event
cause tireds	restful activity,regular relaxing bedtime routine,practice relaxation technique,moderate physical activity,relaxing bedtime routine
groupers	spinblockers,common handtools,hull group
part of hills	high and barren landscape feature,mountain area,low ground,ridge
peaks	dominant peak,highest peak,high mountain
part of daggers	sharp blade,applicator tip,lanceolate projectile point,shaft,sharp item,sharp metal object,sharp or pointed tool,sharp point,sharps
part of car doors	door hardware,garage door part,door accessory,door style,door function,metal fitting,knob part,door,hinge joint
part of french doors	door hardware,door style,door,interior home door,glass door
part of gates	metal gate,basic gate,gate
part of swing doors	door hardware,hinge joint,garage door part,baluster accessory
part of roses	part of a plant,part of the plant,part of plant,part of this plant,plant part,flower petal,petal
botany	biological science,taxonomically oriented discipline,serology,physical and biological science,scientific discipline,natural science
clues	contextual clue,non verbal clue,visual clue,secondary clue
suggestions	design suggestion,actual policy suggestion,proposal,practical proposal,recommendation,comment,remark
located in coffee shops	coffee speciality,coffee,value added coffee product,coffee shop,specialty coffee
located in concerts	live performance,live music,musical or movie source,live performer,performance aspect
mine	detrital mineral,authigenic mineral,pentasil zeolite,gangue mineral,preciou mineral,rare earth mineral,perovskite,antioxidant mineral,common variety mineral
deeds	good deed,act,human action,simple act,deliberate action,unsportsmanlike act,great act
bar charts	chart,chart type,chart element,chart pattern,combination chart,basic chart type,map sheet information,chart layout,visual long term mapping chart
fictional work	fiction,novel,picaresque novel,popular novel
literature	type of literature,form of literature,common form of literature,descriptive literature
bunk	bed,uninhabited room,big brand bed,bed frame,non habitable room,habitable room,makeshift dwelling unit
continuums	spatial relationship,dimension system,dimensional structure,spatial concept
falcons	ground nesting bird,ground bird,owl,bird,woodpecker
recreational activities	round recreational activity,common recreational activity,passive recreational activity,hotel s recreational activity,recreation activity,property s recreational activity
savers	liverbearers,net contributor,currency earner,payer,payors,junior lien holders
lambs	ruminant meat,domestic poultry,poultry,dairy goat,cattle,pork,osgrow meat,domesticated livestock
located in hockeys	hockey equipment,type of hockey,goalie,in game goal,ball property
located in ice rinks	pro grade ice rink,hockey equipment,indoor or outdoor surface,free skating element,in pool feature
located in net	high level net,in pool feature,in game footage,sport in game,small prey,sport object,bait,small game,medium sized prey,in game event
desire pie	practice abnormal eating behavior,ready to eat meat,ready to eat food,non ruminants,hearty meat
part of hind legs	appendage,part of the ankle,flexible body member,leg muscle,limb
sport games	exciting sport game,sport,common sport,modern sport,competitive sport
lodges	masonic order,masonic related organization,fraternal organization,scout camp structure,monastery order,membership organization,monastic order
located in docks	deck machinery,deck cargo,warehouse equipment,marine product,onshore facility,boat item,dry bulk cargo,common bulk cargo,shipper,small watercraft
located in marinas	small watercraft,personal watercrafts,shallow draft area,personal watercraft,boat item,watercraft,watersports,non motorized watercraft
special days	holiday,holiday weekend,festive time,holiday week
special events	local event,planned special event,regular event,upcoming event,public event,big occasion,popular event,planned event,cultural community event,traditional event
evergreens	evergreen tree,evergreen plant,broadleaf evergreen,broadleaved evergreen,evergreen shrub,broad-leaved evergreen
horses	light horse breed,horse related animal,pony breed
causes frustrations	stressful emotion,stressful experience,repeated stress,intrapersonal distraction,daily stressor,distracting behavior,providing external motivation,emotional challenge,distracting activity,unnecessary stress
part of education	aspect of education,education,education activity
construction companies	private construction company,construction component business,civil contractor,construction service,mega contractors,offshore construction contractor,specialty contractor
buyers	seller,purchaser,institutional buyer,institutional consumers,potential buyer,payors,financial buyer,buyers info,consumer
basketball courts	play center,athletic facility,pro grade ice rink,outdoor athletic area,arena
delivery services	custom delivery service,delivery application,delivery system
films	feature film,popular film,hollywood film
ministry	sector ministry,government ministry,key ministry,sensitive ministry,government department
capable of sanctuaries	religious place,religious site,sanctuary,religious and historical site
castles	part of fushimi castle,stone fortress,palace,fairy tale palace,royal residence,grand bavarian palace,house,stronghold
located in websites	website information,website content,web page feature,online information,web based information,personal info,web material,info,facebook contact information
have basements	large building complex,multi family dwelling,multi-family dwelling,multi occupancy building,residential structure,single building,residential building,non residential building
have bedrooms	multi family dwelling,multi family dwelling unit,multi-family dwelling,multi unit dwelling,private residence,occupied non private dwelling,non private dwelling,personal use home,secondary home
have dirt floors	built in high quality material,occupied non private dwelling,medium sized room space,non habitable room,large room,multi family dwelling,non private dwelling
web pages	webpage,web site,clustered web page,user generated content website,web resource,web material,wikis
home improvement	home modification,easy exterior home improvement,home improvement job,home maintenance,home renovation,home improvement service,home improvement project
medical care	routine medical care,medical treatment,routine care
located in despair	suffering,countless creature,hostile spirits
serious crime	common crime,grave crime,frequent crime,minor crime,serious violent crime,violent crime,federal crime,serious unsolved crime,consequence crime
sermon	gospel,religious text,epistle,apostolic teaching,devotional prayer,scripture,contemporary reformed confession,religious article
bigots	anti-federalists,anti federalists,antievolutionists,anti adherents,ex communists,prominent contemporary anti utilitarians
homonyms	homophone,genetic variant,genotype,endophenotype
catchs	fishing method,type of fishing,fishing gear,bait trap
part of coat hangers	counterweight attachment,rigid collar,jointing accessory,metal attachment,sewn part of the garment,bolt fitting,framework element
used for hooks	string,fastening tool,soft rope,anchoring device,teen specific hook,stringing material,fastening device,grappling system
sexual orientations	aspect of gender,sexual problem,basic gender difference,sexual sin,sexual health concern,sexual dimorphisms,sexual behavior,secondary sex characteristic,secondary sexual characteristic,gender role attitude
part of integrity	moral quality,integrity constraint,personal virtue
righteousness	moral virtue,christian virtue,christian moral value,moral quality
have stingers	soft bodied insect,small soft bodied insect,soft-bodied insect,stinging and aggressive insect,venomous insect,biting insect,predatory insect,large insect,carnivorous insect,venomous animal
located in beehives	bee product,bee,solitary bee,soft bodied pest
thick liquids	thin liquid,aqueous liquid,mild clear liquid,clear liquid,simple liquid,ordinary liquid,concentrated liquid,common liquid,liquid
banksias	rasayana plant,trifoliate plant,monocot plant,ericaceous plant
independent organizations	organisations,small organization,organisation
standing	status,personal status,status characteristic
neighborhoods	neighbourhood,mixed use neighborhood,residential area,neighborhood fave
vicinities	area amenity,neighborhood amenity,town amenity,urban amenity,countryside setting,aspect of neighborhood
part of hoofs	toe,heel,part of the ankle,appendage,part of the foreskin
desire tricks	trick or treaters,play casino game,play casino style game,trickster,taunt user,enjoy tool,perform high speed stunt,show facial marking,fear flight hormone,enjoy attraction
desirings	innate desire,personal need,need,selfish motive,human need,family s need
located in paddies	theygrew crop,unsightly yard item,vegetative forage,small livestock,non ruminants,agricultural animal,superfoods
capable of canters	hunt smaller animal,noisy animal,perform high speed stunt,non ruminants,large and small animal,hunt fast and agile prey,sing a long hit
located in cavalry	military equipment,guard animal,battlefield equipment,bulky fighting types,military device,military personnel,military specialty,modern military concept,basic military skill,formidable guard unit
located in central parks	park amenity,public park,high use public playground,park facility,elegant public park,park equipment,public play area,park,popular park,gorgeous park
located in dude ranchs	dude ranch,distinctive ranch house,commercial ranch building,large livestock,offer clubhouse amenity,family man love outdoor activity,family area attraction,luxury self catering property
located in engravings	symbology,in game artwork,painted symbol,complex artefact,beautiful and diverse artefact,artefact
located in gates	metal gate,gate,reversible gate,basic gate,door,door-bell-like combination,door function,door style,complex gate
located in historical photographs	large wildlife,form of wildlife,nature item,kind of wildlife,outdoor and wildlife image
located in horse shows	riding equipment,horse related animal,rodeo performance horse
located in throats	mouth or throat problem,solid organ,perfused organ,aspect of the nasal cavity,excretory organ,mean of ingestion
located in trailers	enclosed trailer,small trailer,unused trailer,trailer accessory,trailer,enclosed cargo trailer,specialist trailer,light ground maintenance equipment,ungrounded portable equipment,tow smaller size trailer
located in western movies	movie special effect,feature scene,movie setting,animated element,unwanted movie feature
located in westerns	mountain many large animal,western,form of wildlife,foxcreek offer wonderful amenity,human dominated landscape large carnivore,outdoor and wildlife image,part of the scenery,kind of wildlife
have hoofs	hoofed animal,cloven hoofed animal,cloven-hoofed animal,so called cloven hoofed animal,hoofed mammal,quadruped
used for horse racing	equestrian event,equestrian sport,greatest horseracing event,riding equipment,horseplay,dog sport
desire carrots	theygrew crop,non ruminants,small livestock,practice abnormal eating behavior,superfoods,fear flight hormone,arboreal mammalian folivores
used for beepings	audible electronic device,common noisy equipment,basic household electronic equipment,small electronic equipment
alarm	visual alarm,alarm warning device,priority alarm,alarm device
part of bulls	part of a cattle,part of the pig,bodyparts,part of the foreskin,rear part,head part
used for jazz	mixed instruments,musical activity,combined percussion,band instrument
used for tootings	hand held instrument,orff instrument,resonating instrument,soft instrument,handmade instrument,loud instrument,sound device,shaken idiophones
used for warning	audible warning device,warning device,warning signal,visual alarm,warning function
space shuttles	spacecraft,space vehicle,scientific spacecraft,nasa vehicle,international space station module,class space station,manned space program
part of perspective	perspective,form of geometrical perspective,perspective grid attribute,visual aspect,view,camera angle,orthogonal aspect
part of profiles	profiles,profile,profile information,profile type information,profile method,topographic information,detailed profile information,cartographic element
created by glands	bodily secretion,body secretion,bodily fluid,ingested organoarsenicals,secretion
secretion	body secretion,bodily secretion,oral fluid,oral chelator,bodily fluid,oral liquid,small anion,oral liquid form,extracellular vesicle
wasps	parasitoid wasp,solitary wasp,social wasp,parasitic insect,insect,insect larva,common insect,insect pest
quatic plants	calcifuge plant,oilseed plant,solanaceous plant,herbaceous plant,terpenoid plant,dicotyledonous plant,myrmecophytic plant,candu plant,herb plant
bryophytes	xerophytes,macrophyte,monocotyledon
liverworts	herbaceous peony,oilseed plant,herbaceous plant,oilseeds
predictions	prediction method,prediction model,real world stock market prediction,deduction,summary observation,physical assumption,actuarial assumption,forecasting technique,itemized deduction
trails	trail feature,path,route,pathway,terrain corridor,roadway,road
riders	top rider,iconic rider,furbearers,livebearers,experienced rider,pro rider,liverbearers,riding equipment,top name rider
power units	power component,power system component,power transmission component,fluid power component,power equipment,power driven equipment,motive power source
located in fire engines	fire equipment,firefighting resource,fire source,fire feature,combustion source,fire fighting equipment
physical objects	material object,physical or mechanical structure,movable object,physical element,surface object
used for water gardens	surface water source,water source,natural water source,traditional source ofwater
used for watering gardens	watering device,landscaping supply,garden equipment,landscaping item,garden item,garden feature,lawn equipment,irrigation equipment,minor gardening supply,landscaping material
used for watering plants	watering device,garden equipment,lawn equipment,indoor source,irrigation equipment,lawn care equipment,outdoor source,minor gardening supply,green plumbing equipment
armies	field army,small army,imperium s mainstream military force,militia,roving insurgent band,battalion,christian militia
chaplains	episcopalian minister,pastor,christian cleric
medical facilities	medical treatment facility,medical establishment,hospital facility,modern medical facility
used for emergencies	store emergency response supply,emergency item,non emergencies,emergency equipment,normal emergency operation,essential emergency service,emergency service,emergency care,emergency context
used for healeds	method of healing,healing art,healing technique,healing method
used for sick people	routine medical care,routine, personal healthcare,in network outpatient service,basic direct patient care activity,routine personal healthcare,basic acute care service,home treatment,patient care
used for surgery	surgical equipment,surgical hardware,surgery device,surgical device,surgical instrument,surgical tool,medical equipment,tech medical machinery,surgical specialty,surgical or non surgical technique
have patients	medically related facility,healthcare facility,hospital facility,outpatient setting,institutional healthcare facility,medical facility,medical treatment facility,modern medical facility
ir	non ionizing radiation,ultraviolet and higher frequency,ionizing radiation,nfrs
hotels	reputed hotel,hotel facility,canne hotel,mid range hotel,chain hotel,budget hotel,three star hotel,four star hotel,big hotel
hosts	local host,host organism,isp host,eukaryotic host
takeovers	takeover defense,asset sale,corporate restructuring,corporate transaction,corporate action,acquisition scheme,equity transaction
combat	warfare,battle,combat operation,military conflict,format war,war,military activity,intense struggle,combat sport,conflict
hate	dislike,destructive emotion,negative emotion,painful emotion,contempt,subtle form of anger,collective evil
located in war zones	constant war,traditionally defensive sector,military,modern military concept,ongoing war,combat zone,warfare
hot drinks	hot beverage,hot and cold beverage,warm or hot drink,fizzy drink,hot or cold beverage,cold beverage,warm beverage,espresso drink,cool beverage
located in coffee pots	coffee speciality,coffee,milky coffee,value added coffee product,flavored coffee,specialty coffee,coffee making equipment,hot and cold beverage
cause a desire to dives	support depth diving,non swimming activity,aquatic activity,amazing water activity,exhilarating water sport,shallow inshore water,shallow water,underwater feature,marine source,diving spot
made of cows	large livestock,domestic livestock,small livestock,domesticated livestock,dairy animal,livestock,part of a cattle,dairy,livestock product,cattle
hot things	hot item,hot product,hot works,hot part,moist heat
telephone lines	communication line,telephone network service,single line telephone,telephone service,modern telephone system,wired line connection,cellular network,telecommunication network
short pants	thigh clothing,loose clothing,loose clothing article,loose comfortable clothing,loose fitting clothing
swaps	exchange transaction,betting exchange,swap agreement,exchange,exchange related transaction,transaction,combination transaction,trade off
tubs	artificial water container,water holding container,aquatic container,liquid container,sink,beverage container,container
used for wash	washing facility,bath supply,washable item,wash small item,bath component,bathroom supply,toileting equipment,laundry supply,basic bath essential
blackness	dark background,dark surface,dark environment,dark shade,dark color
located in resorts	resort style amenity,resort level amenity,resort amenity,hotel amenity,resort facility
part of hotels	hotel accommodation offer facility,hotel amenity,hotel property,common hotel facility,guest room,room facility,star hotel type amenity
used for bachelor parties	intimate venue,offer clubhouse amenity,private place,luxury venue,hotel amenity
used for rests	bed,bedding,soft bedding,sleepwear,sitting device,soft fluffy bedding,in room amenity,home style comfort,creature comforts,living area
used for temporary shelter	temporary shelter,shelter,pre designated shelter,non private dwelling,living accommodation,safe spaces,occupied non private dwelling,dwelling,public accommodation
used for tourists	tourist facility,self contained tourism attraction,touristy attraction,tourist activity,local tourist attraction,tourist area
used for conferences	conference venue,public room,public gathering place,outside meeting place,formal area,common room,formal room
used for lodgings	public accommodation,type of lodging,private residence,living accommodation,accommodation facility,hotel property,hotel accommodation offer facility,quality affordable accommodation,non private dwelling
have lobbies	private residence,luxurious common space,offer antique furniture
good investments	non traditional investment,traditional investment,financial investment,illiquid investment,medium investment,enduring investment,promising investment,long lasting investment,tax advantaged investment,conventional investment
capable of winter storms	cold winter climate,winter weather,extreme winter condition,hot and cold climate,extremely cold climate
used for residency	residence,private residence,temporary residence,second residence,living accommodation,residential space
